 
 
g_1           --->    1.00000000000000   -0.00000000000000
g_1           --->   -0.00000000000000    1.00000000000000
dibergentzia_i--->    0.00068854270879
kurbadura_lokala_i--->    0.02031356047098
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->   -0.02862678926746
--->bortizitate_indarra_i   -0.00000918168923   -0.00001277591382   -0.00000000000036
--->presio_indarra_i    0.00000000009802   -0.00000000002488    0.00000000000000
--->Marangoni_indarra_i    0.00000011998376   -0.00000004220507   -0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000207
--->biskositate_indarra_i   -0.00000000000000   -0.00000000000000   -0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000    0.00000000000000
g_1           --->    0.00000000000000    1.00000000000000
dibergentzia_i--->    0.00064155776151
kurbadura_lokala_i--->    0.05676859684379
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->    0.04291061635389
--->bortizitate_indarra_i   -0.00001370101749   -0.00000464832492   -0.00000000000024
--->presio_indarra_i   -0.00000000002041   -0.00000000009884   -0.00000000000000
--->Marangoni_indarra_i    0.00000011185923   -0.00000003934141    0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000761
--->biskositate_indarra_i   -0.00000000000000   -0.00000000000000   -0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000    0.00000000000000
g_1           --->    0.00000000000000    1.00000000000000
dibergentzia_i--->    0.00062347673665
kurbadura_lokala_i--->    0.06086646451443
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->    0.04318999818458
--->bortizitate_indarra_i   -0.00001933982989   -0.00000364461602   -0.00000000000045
--->presio_indarra_i   -0.00000000004358   -0.00000000010102   -0.00000000000000
--->Marangoni_indarra_i    0.00000011185923   -0.00000003934141    0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000762
--->biskositate_indarra_i   -0.00000000000000   -0.00000000000000   -0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000    0.00000000000000
g_1           --->    0.00000000000000    1.00000000000000
dibergentzia_i--->    0.00063126448317
kurbadura_lokala_i--->    0.06088006441496
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->    0.04319877307517
--->bortizitate_indarra_i   -0.00002202865963    0.00000209415591   -0.00000000000051
--->presio_indarra_i   -0.00000000004371   -0.00000000010105   -0.00000000000000
--->Marangoni_indarra_i    0.00000011185923   -0.00000003934141    0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000762
--->biskositate_indarra_i   -0.00000000000000   -0.00000000000000   -0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000   -0.00000000000000
g_1           --->   -0.00000000000000    1.00000000000000
dibergentzia_i--->    0.00265747437745
kurbadura_lokala_i--->    0.06088350144073
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->    0.04522523244477
--->bortizitate_indarra_i   -0.00002371281838    0.00000015805049   -0.00000000000054
--->presio_indarra_i   -0.00000000004371   -0.00000000010213   -0.00000000000000
--->Marangoni_indarra_i    0.00000011185923   -0.00000003934141    0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000291
--->biskositate_indarra_i   -0.00000000000000    0.00000000000000   -0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000    0.00000000000000
g_1           --->    0.00000000000000    1.00000000000000
dibergentzia_i--->    1.39213689388470
kurbadura_lokala_i--->    0.06088643258379
gainazal_tentsioa_i--->    0.07258465362217
presioa_i--->    1.43470486470802
--->bortizitate_indarra_i   -0.00002054533677   -0.00000201437418   -0.00000000000047
--->presio_indarra_i   -0.00000000009038   -0.00000000091862   -0.00000000000000
--->Marangoni_indarra_i    0.00000011185923   -0.00000003934141    0.00000000000000
--->kapilare_indarra_i    0.00000000000000    0.00000000000000   -0.00000000000657
--->biskositate_indarra_i    0.00000000000045    0.00000000000000    0.00000000000000
--->kanpo_indarra_i    0.00000000000000    0.00000000000000   -0.00000000981000
 
 
g_1           --->    1.00000000000000    0.00000000000000
g_1           --->    0.00000000000000    1.00000000000000
dibergentzia_i--->    3.51194146583015
kurbadura_lokala_i--->    0.04914738800308
gainazal_tentsioa_i--->    0.07258465362217
