 
 
------>r    0.10305773983664
------>r1   -0.88642484544095
------>r2   -0.46287254550792
------>k -262.13632098981810
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  232.36416126872535
------>gainazal_gradientea(2)  121.33567949726043
------>r    0.10302870574994
------>r1    0.88596065149506
------>r2    0.46376041659724
------>k -262.18435016253648
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1) -232.28503209056868
------>gainazal_gradientea(2) -121.59069488803793
------>r    0.20598870524025
------>r1    0.88540777142571
------>r2    0.46481510119504
------>k -119.51991831539861
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1) -105.82387160268908
------>gainazal_gradientea(2)  -55.55464887686347
------>r    0.16558431315864
------>r1   -0.03956031405777
------>r2   -0.99921718437567
------>k -168.90973090075892
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)    6.68265922735346
------>gainazal_gradientea(2)  168.77644055345453
------>r    0.14505627688542
------>r1    0.58435938162753
------>r2   -0.81149498649338
------>k -197.26703514066369
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1) -115.27413391228561
------>gainazal_gradientea(2)  160.07980474429567
------>r    0.18884633267390
------>r1    0.92988661797869
------>r2   -0.36784626911817
------>k -139.43393208340586
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1) -129.65736855943726
------>gainazal_gradientea(2)   51.28950029775266
------>r    0.26667268643330
------>r1    0.99700781566840
------>r2   -0.07730081174302
------>k  -61.34878297663720
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  -61.16510051246635
------>gainazal_gradientea(2)    4.74208152641880
------>r    0.29433523861812
------>r1    0.26722075282360
------>r2   -0.96363534039614
------>k  -41.20917503883997
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  -11.01179976261957
------>gainazal_gradientea(2)   39.71032592656175
------>r    0.28953810054077
------>r1    0.58414592496965
------>r2   -0.81164865449365
------>k  -44.41547319544696
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  -25.94495808634095
------>gainazal_gradientea(2)   36.04944264175955
------>r    0.31834916342604
------>r1    0.81278462783956
------>r2   -0.58256428722306
------>k  -26.96427905635000
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  -21.91606459772555
------>gainazal_gradientea(2)   15.70825367031969
------>r    0.37269325762788
------>r1    0.93218389082483
------>r2   -0.36198507384515
------>k   -5.84000184400139
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)   -5.44393985761947
------>gainazal_gradientea(2)    2.11396220391687
------>r    0.18677443241137
------>r1   -0.93178852352480
------>r2    0.36300158047517
------>k -141.94471136223731
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  132.26206901235830
------>gainazal_gradientea(2)  -51.52539317803241
------>r    0.14314685029053
------>r1   -0.58292336132568
------>r2    0.81252714097485
------>k -200.01650587140466
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  116.59357508661935
------>gainazal_gradientea(2) -162.51741440770459
------>r    0.16464743222526
------>r1    0.04537824791139
------>r2    0.99896987673127
------>k -170.15603517942685
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)   -7.72192217910965
------>gainazal_gradientea(2) -169.97968394429373
------>r    0.23417973555008
------>r1    0.42110138332517
------>r2    0.90701357484970
------>k  -90.10586212345743
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
------>gainazal_gradientea(1)  -37.94390647190585
------>gainazal_gradientea(2)  -81.72683705909907
------>r    0.41200416018138
------>r1   -0.88551571106235
------>r2   -0.46460943324662
------>k   -0.16683803619397
------>g11    0.99999836190455
------>g12    0.00000324789407
------>g21    0.00000324789407
------>g22    0.99999356031674
